"","RNA.0","RNA.1","RNA.2","RNA.3","RNA.4","RNA.5"
"ENSG00000243485",0,0,0,0,0,0
"ENSG00000237613",0,0,0,0,0,0
"ENSG00000186092",0,0,0,0,0,0
"ENSG00000238009",0.000518701757221539,0.00234657347627151,0.00250133939719852,0.000890766190297119,0.00181237147487996,0
"ENSG00000239945",0,0,0,0,0,0
"ENSG00000239906",0,0,0,0,0,0
"ENSG00000241599",0,0,0,0,0,0
"ENSG00000279928",0,0,0,0.000852586684547888,0,0
"ENSG00000279457",0.0610522584890596,0.0860750178542308,0.133947504498845,0.1335446064772,0.0674986975858258,0.139244816385172
"ENSG00000228463",0.019488273209844,0.0208206032599318,0.0463853854727263,0.0656353415839647,0.0586291789049545,0.0407702648043212
"ENSG00000236601",0,0,0,0,0,0
"ENSG00000237094",0.00322145995006971,0.00141073203080319,0.00166231245973577,0.0017148871331463,0.00183961201896999,0
"ENSG00000230021",0.000822447101246408,0.000476361659829579,0,0,0,0
"ENSG00000235146",0,0,0,0,0,0
"ENSG00000229905",0,0.00047779434397754,0,0,0,0
"ENSG00000237491",0.0123881653053481,0.0151529740602463,0.0216306179991798,0.0174073107486149,0.0164899148507543,0.0104997468983175
"ENSG00000177757",0,0,0.000834888169914325,0,0,0
"ENSG00000225880",0.00375507213695568,0.0132196496211108,0.0130547054437226,0.00244629550505353,0.00192936394697881,0.0206050377012076
"ENSG00000230368",0.00830998758009347,0.0103565543676186,0.0172988908279432,0.0110895035428027,0.0111341393893163,0.0200811021673609
"ENSG00000272438",0,0,0,0,0,0
"ENSG00000230699",0,0,0.000855094510360261,0.00171846955337972,0,0
"ENSG00000241180",0,0.000474003340035274,0,0,0,0
"ENSG00000223764",0,0,0,0.00596997845075583,0,0
"ENSG00000187634",0.00102239577735098,0.000473101570085616,0.00166403038867055,0.0413103488289344,0,0
"ENSG00000188976",0.0682971179414303,0.0936683826920489,0.0695596193491476,0.110308014639949,0.177334997057133,0.13421659104434
"ENSG00000187961",0.00186253595605271,0.0028452162690398,0.00329374260357318,0.0103258553783474,0.00686293782538334,0
"ENSG00000187583",0.000547838125842101,0.00330988839404869,0.000841457005635823,0.00175263994515838,0.0114278388819884,0
"ENSG00000187642",0,0.000477121998970922,0,0,0,0
"ENSG00000272512",0,0.000954826813807373,0.000845640714288561,0.00173524385297615,0,0
"ENSG00000188290",0.00137602833598701,0.0152155537224237,0.030584895076256,0.103775327594286,0.00189477165244595,0.00520637030773576
"ENSG00000187608",0.158029768219758,0.212315133056982,0.175377682904153,0.252365868235188,0.16089761971517,0.414872005616355
"ENSG00000224969",0,0.000476380190069378,0,0,0,0
"ENSG00000188157",0.0323395408756063,0.000956093923271475,0.00995386230724979,0.105429791708797,0.005506368347742,0
"ENSG00000273443",0,0,0,0,0,0
"ENSG00000237330",0,0,0,0.000843180611659307,0,0
"ENSG00000131591",0.0140087795908662,0.00752597398270544,0.00245081051019286,0.0164848279374165,0.00949553808744713,0.0209835738443663
"ENSG00000223823",0,0,0,0,0,0
"ENSG00000272141",0.000271799639668666,0,0,0.00329579819078545,0,0
"ENSG00000205231",0,0,0,0,0,0
"ENSG00000162571",0,0.000951868835172792,0,0.00164762330628679,0,0
"ENSG00000186891",0,0.0466426589481466,0.000851826860159568,0.00177397402331552,0.0716949210128929,0.0450363168450781
"ENSG00000186827",0.00107996399376162,0.0188893638084993,0.00578725055120595,0.0400414502211307,0.0459478882374424,0.0106728799316005
"ENSG00000078808",0.315655633538528,0.178014456122355,0.210384122653613,0.316007247870691,0.621902288580255,0.332581132256052
"ENSG00000176022",0.0346859517642246,0.0316868623721578,0.0355934943294467,0.0518093641954802,0.0661160570897745,0.0300857792830765
"ENSG00000184163",0.00166323186282932,0.00189012644163683,0.00750144837283573,0.0206059843937727,0.00366116865232339,0
"ENSG00000260179",0,0.00047200428316639,0,0,0,0.00511523059812862
"ENSG00000160087",0.0854481365041615,0.113068933141247,0.0910805416190659,0.131450433534947,0.246196781527962,0.317380900193415
"ENSG00000230415",0,0,0,0.00179620496876017,0,0
"ENSG00000162572",0.0081764622279831,0.00189071324819542,0.002518062851283,0.0034256991824538,0.00187350066472273,0.015852068497698
"ENSG00000131584",0.0458488565259479,0.0270280679872577,0.0515552712579327,0.0525710300153777,0.0603503617946361,0.0625179400015504
"ENSG00000169972",0.0289249419496516,0.017501619068927,0.0239961186641911,0.0216601746091043,0.096942646068824,0.0616771066461404
"ENSG00000127054",0.0889674020059253,0.0929309456582632,0.089314834322257,0.116345180773267,0.144488225827158,0.206256466403689
"ENSG00000224051",0.08610273790133,0.0245548708318402,0.0239156565308488,0.0545378465192827,0.0709607418606709,0.0671831359128935
"ENSG00000169962",0,0,0,0,0.0128714683686324,0
"ENSG00000107404",0.0610122626084885,0.00756299148612369,0.0166708464554404,0.0331092692968727,0.013292610380139,0.0103810104664789
"ENSG00000162576",0.000277948099781735,0.000475163073436387,0,0.0156439723405893,0,0
"ENSG00000175756",1.12636481845211,0.264167243120478,0.438344999460025,0.534934650499206,1.57316443300933,0.901753623250376
"ENSG00000221978",0.132635780366076,0.0837596550678992,0.0621677748737567,0.156352598239166,0.115985386283602,0.13320419777204
"ENSG00000242485",1.09280363717376,0.284655154949685,0.39884524062527,0.547500626731543,1.02479798961306,0.65734015233597
"ENSG00000272455",0.00378246125561888,0.000953276602757384,0.00414120680636763,0.00345125048819918,0.00196340576533597,0
"ENSG00000235098",0.00190441037887444,0,0.00247218321442484,0.0137831112542084,0,0.00546678868926154
"ENSG00000225905",0,0,0,0,0,0
"ENSG00000205116",0,0,0,0,0,0
"ENSG00000225285",0.000786180042869304,0,0,0,0,0
"ENSG00000179403",0.127874802086297,0.000948518638282104,0.00332778504246714,0.0556761256425854,0.00573104835109649,0
"ENSG00000215915",0.0224887209342251,0.00851040640215957,0.0091001223602686,0.00434053080141371,0.0455639836973068,0.0102841949339965
"ENSG00000160072",0.0234011507258895,0.0259240299232797,0.014909308536284,0.0183157417606241,0.0648004144508577,0.0257176921751104
"ENSG00000197785",0.0362177663827446,0.017370957366745,0.023003396284591,0.0241184654621607,0.169594093883191,0.101252064936488
"ENSG00000205090",0,0.000475100342593591,0,0.00262160453664072,0,0
"ENSG00000160075",0.38770894269361,0.327493101318672,0.52502362970064,0.445528441958963,0.556680130473748,0.523798906348123
"ENSG00000215014",0.00268979355954425,0.0241802709658862,0.0174646403960787,0.0121162038223193,0.018578457808453,0.0310222461058806
"ENSG00000228594",0.00108659047504921,0.00377882434569086,0.0123330433075727,0.00174155109632189,0,0.00518988306400027
"ENSG00000272106",0.0156155599871593,0.0165472794420791,0.0174345022289807,0.0195601286421155,0.00569845990477489,0
"ENSG00000197530",0.0318719577912119,0.172909812070017,0.033105510137974,0.0693479073358044,0.0569772762448274,0.220794583966346
"ENSG00000189409",0.00273358363230896,0.0476624062906893,0.00333419685780661,0.0310262953998906,0.0017921667589568,0.0619770055731222
"ENSG00000248333",0.107020161799336,0.102568561440864,0.0864990331017232,0.11702997236989,0.173068315310483,0.16556939677615
"ENSG00000272004",0.0117391359388324,0.00235414026785584,0.00169200711770046,0.003429338045303,0.00171684886927033,0
"ENSG00000189339",0.0639599622590695,0.0829993329154965,0.0928505092209416,0.112954010096666,0.101535951610444,0.0623518569635864
"ENSG00000269737",0,0.00188204443531289,0.000853676802465852,0.000871109092978957,0.0019418267399389,0
"ENSG00000008128",0.0411758378083199,0.0875060178220916,0.0329609084496873,0.0773648148586608,0.134548689116372,0.143732059747375
"ENSG00000215790",0.00212572874029785,0.0113484751336789,0.00247504828555454,0.00779631959163875,0.0110664545337939,0.0106109511745084
"ENSG00000008130",0.257952032344133,0.0529266691117112,0.169133728825857,0.0902951568699594,0.131127955592429,0.0876443525578072
"ENSG00000078369",0.163936431688425,0.1324571713234,0.436533787716275,0.385063100530713,0.337341393031374,0.404160531221106
"ENSG00000231050",0.000277220791519612,0.00047463828461047,0,0,0.00186635418679524,0
"ENSG00000169885",0.00162395076854661,0,0,0,0,0
"ENSG00000178821",0.0719005157894628,0.00283527324385722,0.00253281223246447,0.00879105393086065,0.0130273198326795,0
"ENSG00000142609",0.00292205698250946,0.000949298045013433,0.00327068148944963,0.00890478576831771,0,0
"ENSG00000233542",0,0,0,0.000834986760802657,0,0
"ENSG00000187730",0,0,0,0.000838008046115796,0,0
"ENSG00000226969",0,0,0,0,0,0
"ENSG00000067606",0.0455460148972701,0.0282598789841294,0.00256302431406678,0.0439329795685873,0.0224229686287121,0.026278634089449
"ENSG00000271806",0.000523280520183088,0.00376949095856151,0.00165191462469015,0.00267886703357109,0,0
"ENSG00000182873",0,0.000955546512263134,0,0.000894407462040643,0,0
"ENSG00000162585",0.257458734342652,0.161288937073631,0.320393589425594,0.336246496933638,0.22556449590869,0.39306225885574
"ENSG00000234396",0,0,0,0,0,0
"ENSG00000157933",0.0619811007415948,0.0216697927762321,0.0455321663890688,0.13524734890352,0.0277404552863277,0.0312226905604681
"ENSG00000116151",0.00540853704558291,0.00378251189228881,0.00160233095013087,0.00758724790450131,0.00537456640159632,0.0105295179209204
"ENSG00000157916",0.672666137073305,0.177944643498969,0.301924765716378,0.350294518589472,0.737723089525935,0.634671263880015
"ENSG00000157911",0.0267531041665678,0.0188710389045307,0.0304058842551188,0.0365410072582852,0.0426919664698203,0.0152570151530102
"ENSG00000149527",0.00875397241465382,0.0240583822306974,0.00161454506612703,0.00258129219509975,0.00747203045219392,0.0207479516013947
"ENSG00000224387",0,0.000942643827424642,0,0,0,0
"ENSG00000229393",0,0,0,0,0,0
"ENSG00000157881",0.0235537563857207,0.019792894051786,0.0141682847875345,0.0173280655829131,0.0343234588809247,0.0615711135848486
"ENSG00000197921",0,0,0,0.00163254114754222,0,0
"ENSG00000272449",0.00941678659883561,0.0458321952829667,0.0422088646580968,0.0207811343767909,0.0217760212260743,0.0154225103998615
"ENSG00000238164",0.0108197460066985,0.0579206309073042,0.0147505758566249,0.0351157171568684,0.0208161124525767,0.0669522077432501
"ENSG00000157873",0.0550218702980787,0.210783240273935,0.232401972551826,0.182709853968373,0.159081199906776,0.297939151262759
"ENSG00000228037",0.000536494484400227,0.00140176591665835,0,0.00342154187465038,0,0
"ENSG00000157870",0.00923404189854375,0.01935779466689,0.0132337254081741,0.0529424248878958,0.00719111898482446,0.0211135354228484
"ENSG00000142606",0.000549532262379309,0.0004628179319409,0.00323767612821594,0.0151911330961563,0.00193007120279239,0
"ENSG00000237058",0,0,0,0,0,0
"ENSG00000215912",0,0.000468846742208006,0.00416586987740677,0.00415094714465231,0,0
"ENSG00000233234",0,0,0,0,0,0
"ENSG00000231630",0,0,0,0,0,0
"ENSG00000169717",0,0,0,0,0,0
"ENSG00000177133",0,0,0,0.0076964538703106,0,0
"ENSG00000142611",0,0.000953060582409425,0,0.0138614725211606,0,0.00520568682071418
"ENSG00000226286",0,0,0,0,0,0
"ENSG00000272235",0,0,0,0,0,0
"ENSG00000130762",0.010891755939498,0,0,0.00855585675685639,0,0
"ENSG00000272088",0.000244246381916239,0,0,0.000905203540530389,0,0
"ENSG00000162591",0.002444700114478,0.00327717002404302,0.00083203316547567,0.0535076399653716,0,0
"ENSG00000238260",0,0.000477376625673264,0,0,0,0.00509597763653023
"ENSG00000158109",0.169871340256337,0.0292700797882143,0.0529318015645486,0.100307570308818,0.0435135275457529,0.0669136606495191
"ENSG00000116213",0.0191192969901317,0.0434780373619432,0.0355647615734067,0.0346868621783636,0.0782871411935144,0.0560003540312989
"ENSG00000078900",0.000547607938798228,0,0,0.00078585632911878,0.0432138499218635,0.0105783995396489
"ENSG00000227589",0.00105925902037253,0,0,0,0,0
"ENSG00000235131",0,0,0,0,0,0
"ENSG00000227372",0.0117756576128308,0.0179397794383872,0.0206923385506639,0.0296161130810072,0.00864775340721361,0.0104244815388733
"ENSG00000162592",0,0,0,0,0,0
"ENSG00000235169",0.14520217606031,0.0103760814250471,0.0229534765572903,0.0387908873732304,0.0273543124118512,0.785435759712703
"ENSG00000130764",0.0933409416265013,0.0684440464597159,0.0519851198254813,0.0859118617460355,0.128680462872924,0.10203485605852
"ENSG00000272153",0,0,0,0.000833822084937776,0,0
"ENSG00000116198",0.0517042112124314,0.0401951873067009,0.0406567476764464,0.0473388412951131,0.0594201795983792,0.0562220272403854
"ENSG00000169598",0.00432022689906253,0.00989754191757724,0.0157871136814508,0.0113274962765872,0.00893891758218881,0.00469504126029205
"ENSG00000198912",0.0444730671650077,0.0652959398877318,0.0503363057998068,0.0672006200530541,0.0945096428801655,0.149155589487129
"ENSG00000236423",0.00161876972954309,0.00094393495201329,0.00410528857097784,0,0.00153574628772191,0.00996824155948267
"ENSG00000233304",0,0,0,0,0,0
"ENSG00000226374",0,0,0,0,0,0
"ENSG00000235054",0,0,0,0,0,0
"ENSG00000227169",0,0,0,0,0,0
"ENSG00000232596",0,0,0,0,0,0
"ENSG00000196581",0.000276892513162252,0,0,0.00851350062097228,0,0
"ENSG00000231510",0,0,0,0,0,0
"ENSG00000260972",0,0,0,0,0,0
"ENSG00000236948",0,0,0,0,0,0
"ENSG00000131697",0.00434993129541296,0.00331559766484006,0.00921929822758198,0.0143863506319679,0.00384320648004095,0.0209956468405871
"ENSG00000069424",0.00243362226257963,0.120789109051805,0.255514630815671,0.021936119699963,0.0825257859122113,0.233822812063926
"ENSG00000116254",0,0.000475567577930818,0,0,0.00191488767016686,0.00537559847274736
"ENSG00000116251",4.15480434158789,4.19240547780073,5.81959755384834,6.05257673048108,7.21989202633012,7.139654280251
"ENSG00000226944",0.00543383144399892,0.000477996789872227,0,0.000872774800865,0.00381720887616053,0
"ENSG00000158286",0.0116109555971536,0.00235982922713193,0,0.0156644377655782,0.00769551862531338,0
"ENSG00000116237",0.064435687253706,0.0240770101465933,0.0372317116076659,0.0799930193548434,0.0961611022700224,0.0561073948605748
"ENSG00000225077",0.0027089427842768,0.000453402766791682,0,0.00262584288187646,0,0.00996921568433166
"ENSG00000173673",0,0,0,0,0,0
"ENSG00000158292",0.0935521365925748,0.00666212732645683,0.00166218295373501,0.00520224581743806,0,0.0158711222373651
"ENSG00000097021",0.0462808425506106,0.0305482349284015,0.00654138176317412,0.0445119149784352,0.0877246621654909,0.232694731402275
"ENSG00000271746",0.00297273451284705,0.00332412620040437,0.00247057280219871,0.000840212565694375,0,0.00516544916919104
"ENSG00000069812",0.000778037207625236,0.000942751905912001,0.000818928611169422,0.00706104391323531,0.00370300671840088,0
"ENSG00000187017",0.3011915265665,0.00706833460282664,0.00674427853798353,0.0200384609121683,0.00775943109988768,0.00541609757478421
"ENSG00000231868",0,0,0,0,0,0
"ENSG00000215788",0.00270010915979183,0.0578141870157343,0.0024542029524307,0.0238971339923513,0.00379730247546399,0.103642377144746
"ENSG00000171680",0.000559240652842126,0.000461231602111818,0.00247177471007451,0.0246571106625522,0,0
"ENSG00000162408",0.03645770635212,0.0349452052371916,0.0424132740727712,0.0590316576865421,0.0748389353213896,0.066633435509473
"ENSG00000173662",0.000537952268914451,0,0,0,0.00185030523071484,0
"ENSG00000204859",0.0427900435792248,0.022727529325217,0.0218398251058974,0.0337513292691928,0.0147526821209715,0.0258238246915263
"ENSG00000162413",0.0691267863636421,0.0207353975031098,0.0307727610433235,0.0309541319487922,0.0187987250143633,0.0103391717607572
"ENSG00000116273",0.029653394768612,0.013238364166818,0.00741432551389038,0.0367070552367718,0.0133382032977553,0.0361494231889518
"ENSG00000041988",0.0311979803292151,0.0302461372720803,0.0322710789425479,0.0498950155514166,0.049017617376119,0.0675010840075091
"ENSG00000007923",0.0402425327509993,0.00949693920526723,0.0231834567038235,0.0159375889848542,0.0290306880805868,0.0512699226356209
"ENSG00000228750",0,0.000466242396886803,0,0.000906641419319619,0,0
"ENSG00000237436",0.00052021399358099,0.00190824515671845,0.00158959095781025,0.000890129756523439,0.003598680537111,0
"ENSG00000171735",0.693038916618371,0.13584905980842,0.268908693603863,0.429342243357675,0.367562833237316,0.300755330409351
"ENSG00000237365",0,0,0,0,0,0
"ENSG00000237728",0,0,0,0,0,0
"ENSG00000225126",0,0,0,0.000909113506826071,0,0
"ENSG00000270171",0,0,0,0,0,0
"ENSG00000270035",0,0,0,0,0,0
"ENSG00000269978",0,0,0,0,0,0
"ENSG00000049245",0.104662321972902,0.056647521534657,0.226008380066325,0.298966536733945,0.0569841555209218,0.113235038808001
"ENSG00000049246",0.0820475765270287,0.0155417420631627,0.0256266900277038,0.0512766880022215,0.00892018153281074,0.0103760706398988
"ENSG00000236266",0,0.00236944822882102,0.00247527118241013,0,0.00372489795138097,0
"ENSG00000049247",0.000274152632567171,0.0140732645914974,0,0,0,0.00530328738333772
"ENSG00000049249",0,0.0259776252571015,0.00083875518152488,0.000889712074502536,0,0.0195429457481967
"ENSG00000116288",1.05843189144061,0.637428221707322,0.587188152633192,0.830557572569086,1.78782883085225,1.45666960312313
"ENSG00000116285",2.08796004318148,0.0175808703092789,0.0210563927644465,0.255384179563594,0.0240384680999432,0.0527481669678398
"ENSG00000238290",0.00267434795283874,0,0.000821220561112978,0.000868728589699054,0,0
"ENSG00000227634",0.0104437361467806,0,0,0.000883452023912542,0,0
"ENSG00000233645",0,0,0,0,0,0
"ENSG00000162426",0,0.00142034965302716,0.000845325877111334,0.00263388647445477,0.00191294497124485,0
"ENSG00000142599",0.0685333970393778,0.0840848711574742,0.0991616335729871,0.311427781229177,0.0993944705691925,0.0926107951237602
"ENSG00000232912",0.000805888569620475,0.000476304928471177,0.00165204471091508,0.00447358496410419,0.0017977313117444,0
"ENSG00000228423",0,0,0,0,0,0
"ENSG00000074800",0.982841635899875,0.618837807663839,1.00171481581766,0.671194454922612,2.07688389858892,2.16884873711504
"ENSG00000230679",0.00352061893602452,0.0080454051027746,0.00574501360231443,0.0113512667811762,0.0112062237827163,0
"ENSG00000131686",0,0.000948618238085693,0,0,0,0
"ENSG00000197241",0,0.000475464613477136,0,0,0,0
"ENSG00000142583",0.000536170242487632,0,0.00167425281329096,0.00181617857892817,0.059652731917138,0
"ENSG00000180758",0.0417296621725211,0.00379227301526339,0.00249428313556991,0.00924383695276334,0.00577673983920994,0.0104454197751293
"ENSG00000228526",0.00132852263628891,0.000946347878196909,0.00248389085692934,0.00347357140992069,0.00194453874185069,0
"ENSG00000234546",0.00291347394296286,0.00142624010872788,0.00080697862347201,0.00598539805188305,0.00530270524333663,0.00510298080557389
"ENSG00000049239",0.447447215999149,0.0411796597405341,0.0714490884960628,0.117249375469975,0.0334266138061531,0.0678962758334062
"ENSG00000171621",0.0602805992926177,0.00284324177368613,0.00250411010982968,0.0492994844854034,0.0184234126243305,0.00488573643704918
"ENSG00000235263",0.00105650905666116,0,0,0,0,0
"ENSG00000171612",0.165998921218768,0.0212881979989281,0.0248513873737654,0.0647805185805796,0.10537372404661,0.0450715308522511
"ENSG00000188807",0.00484131649275821,0.00277672974718323,0.00497324694163709,0.017268811880942,0.0162654823421942,0.0258620400944498
"ENSG00000171608",0.000255272930134686,0.0885890438666182,0.106393272259455,0.0112281061391488,0.0216676547516357,0.107808026234573
"ENSG00000179840",0,0.000472125572925033,0.00242959950115706,0,0,0
"ENSG00000231789",0.00109057108922289,0.00661086009608984,0,0.00241253387577418,0.0850432559031819,0
"ENSG00000171603",0.00510807217806503,0.0589808943719154,0.0702563728879508,0.168036646120739,0.0761469415180002,0.103084173265773
"ENSG00000280113",0,0,0,0,0,0
"ENSG00000178585",0.0737713063552484,0.0744654914709498,0.122919733940258,0.0881318092803928,0.0588946546135705,0.197146997694308
"ENSG00000223989",0.000275059678186542,0,0.000821181415302285,0,0,0
"ENSG00000162441",0.0677473787616452,0.0367659820542771,0.0643300546593975,0.053676550625611,0.086429720951336,0.157768700020507
"ENSG00000173614",0.0249915800386361,0.00899155301196538,0.0306232868028171,0.0283271255680916,0.0107584939611317,0
"ENSG00000162444",0.00727713203246231,0.0126956334862399,1.50564441417733,0.311816944484826,0.034631165749981,0.0418537633511182
"ENSG00000130939",0.0459637236724633,0.0406289218100444,0.0653281306788559,0.0722230510109105,0.059231860347974,0.0628175009597841
"ENSG00000054523",0.10740568145718,0.0274584114786737,0.0646437150403947,0.0807561682542591,0.0242639420644904,0.0207942689315327
"ENSG00000142657",0.18127129569271,0.037748375227798,0.472695677916217,0.100088464025343,0.19369714757216,0.143631287977025
"ENSG00000271989",0,0,0,0,0.00371178167447511,0
"ENSG00000251503",0.000269765757297231,0.000477135989561547,0,0,0.00920600277277364,0.0100634459675348
"ENSG00000175279",0.0205640858501905,0.00613439455236666,0.0107883112858736,0.026801734671981,0.0995619295971209,0.10380246647272
"ENSG00000241563",0,0,0.000849123641905792,0.000868310012039657,0.00728955116058579,0
"ENSG00000160049",0.0881520132762816,0.0518250848312666,0.0654509193427074,0.123110687299484,0.128917846560192,0.117020084527681
"ENSG00000203469",0,0,0.00082764978704683,0,0,0
"ENSG00000142655",0.143766462373918,0.0198230663415358,0.0255322255778525,0.0288349351504214,0.0435130888395919,0.0452958020328646
"ENSG00000130940",0.0134995392798607,0.00946484120408483,0,0.028207040196524,0,0.020811954655377
"ENSG00000272078",0,0,0,0,0,0
"ENSG00000175262",0,0,0.00249503264733409,0,0.00354334338304586,0
"ENSG00000120948",0.143352672417438,0.0848873569716574,0.127953638399544,0.165346529568991,0.200943632287645,0.264961743949917
"ENSG00000009724",1.84687676927915,0.0246406448665273,0.0352478122105392,0.0347639637467544,0.0350979330614838,0.0316156946917788
"ENSG00000116649",0.144581942174469,0.107923251023136,0.119011679593929,0.14763921033043,2.11574759520807,0.172326326512216
"ENSG00000171824",0.0307059164109676,0.0345557458749228,0.0430807046476683,0.0579159463427301,0.0683243330447528,0.0922783929359887
"ENSG00000226849",0,0.00094971228575225,0,0,0,0
"ENSG00000230337",0.00291680308625918,0.00142010456533337,0.0016485655960936,0.00179266241072074,0.0053484033585309,0.00992187832318175
"ENSG00000198793",0.0381666465203417,0.0217310005684153,0.0240725900742239,0.0218974301330925,0.0347132768723109,0.0770639346004985
"ENSG00000225602",0,0,0,0,0,0
"ENSG00000171819",0,0,0,0,0,0
"ENSG00000120942",0.0551283198238095,0.0358886315015907,0.0230441783805928,0.0331350798532401,0.0548939260517572,0.0524866515085061
"ENSG00000204624",0,0,0,0,0,0
"ENSG00000235643",0,0,0,0,0,0
"ENSG00000116661",0.279390592759799,0.0402702788344457,0.00500464667751647,0.016579135853305,0.0278187334573487,0.0155712935806441
"ENSG00000132879",0.0148533975292883,0.0557798280661558,0.0139908085591178,0.0331401160544974,0.0203814016738179,0.0554981632719342
"ENSG00000116663",0.0546336767041242,0.061804902115897,0.0446482990309399,0.0268138418582361,0.0410561955998701,0.0515790616773162
"ENSG00000116670",0.164609396658826,0.102033389037041,0.09803422535754,0.110952107463978,0.203479009595529,0.62122424403401
"ENSG00000162490",0.000553789971463936,0.00759182784823273,0.00245948129268046,0.0043624012751541,0.00563859138049221,0.0313593353893235
"ENSG00000177674",0.0222363790231678,0.165889284625272,0.409045706457862,0.17331654048824,0.0305911559356595,0.292995115755914
"ENSG00000215910",0,0.00188896677284945,0.000828275018269729,0.0120686487979045,0.0112772116144573,0
"ENSG00000177553",0,0,0,0,0,0
"ENSG00000177000",0.0588115617281449,0.0381655109432178,0.112630996274825,0.135861010935523,0.0420836856807203,0.0461688000728935
"ENSG00000011021",0.0221471753166538,0.0127530152363741,0.0321454230624273,0.0272551428491858,0.0239508298153595,0.0262749427059139
"ENSG00000175206",0.000548204696216013,0,0,0,0,0
"ENSG00000120937",0,0,0,0,0,0
"ENSG00000116685",0.215801910717224,0.0487259872992144,0.118819747634529,0.113882544978924,0.187140928465738,0.117394722221899
"ENSG00000083444",0.0994125831901295,0.0128057874004959,0.0759737578165728,0.119573718651775,0.0784778772058283,0.0251703936164137
"ENSG00000116688",0.130907564382927,0.0183661249363968,0.0660089649798102,0.0569376235539199,0.0626165406897932,0.0888633206457243
"ENSG00000116691",0.0381868322760156,0.0393342791087255,0.0667245339891229,0.0385517336935405,0.0538278498633442,0.116673201016842
"ENSG00000120949",0.000263251050907551,0.000479911224946815,0.0157528181027766,0.00678375067943787,0.00559404088899936,0
"ENSG00000028137",0.0451904978558939,0.118999043603865,0.578495417985151,0.148156844116742,0.0626727720815698,0.211296487206216
"ENSG00000048707",0.0600159078408767,0.0378291333607612,0.051229659810352,0.0813833377144533,0.0349845024538917,0.0307948555011801
"ENSG00000229484",0.00295951630918498,0.000464833828374948,0,0.000904093779209653,0,0
"ENSG00000162496",0.50336321355454,0.151980902014549,0.205070432319601,0.402931438417174,0.0246015220635063,0.223413472299989
"ENSG00000272482",0.00108426773736739,0.00283246468885722,0.000840216614772475,0.00259993672927768,0,0.00509977303756909
"ENSG00000204518",0,0,0,0,0,0
"ENSG00000188984",0,0,0,0,0,0
"ENSG00000157330",0.000266928324189178,0,0.000854771791441019,0,0,0
"ENSG00000116726",0,0,0,0,0,0
"ENSG00000116721",0,0,0,0,0,0
"ENSG00000228338",0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0
"ENSG00000179172",0,0,0,0,0,0
"ENSG00000120952",0,0,0,0,0,0
"ENSG00000243073",0.000269827992576677,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0
"ENSG00000274764",0,0,0,0,0,0
"ENSG00000280267",0,0,0,0,0,0
"ENSG00000229571",0,0,0,0,0,0
"ENSG00000277058",0,0,0,0,0,0
"ENSG00000275774",0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0
"ENSG00000179412",0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0
"ENSG00000279804",0,0,0,0,0,0
"ENSG00000270601",0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,0,0
"ENSG00000162494",0,0,0,0,0,0
"ENSG00000259961",0,0,0,0,0,0
"ENSG00000162493",0,0,0,0.0173744157092437,0,0
"ENSG00000237445",0,0,0,0,0,0
"ENSG00000116731",0.0483728044708332,0.116170941496824,0.131940214247267,0.100310979054518,0.126112055569652,0.134519309758708
"ENSG00000231606",0,0,0,0,0,0
"ENSG00000234593",0,0,0,0,0,0
"ENSG00000189337",0.000525324100243502,0.00142841309664429,0.0016796047816054,0.0961953942266733,0.00357782743758601,0
"ENSG00000175147",0,0,0.00333389238369573,0.00262508052466289,0,0
"ENSG00000171729",0.000543262980891612,0.00189375744075566,0.0958665584747709,0.0465622717333686,0.00180518607973645,0.00488367483424143
"ENSG00000204464",0,0,0,0,0,0
"ENSG00000142621",0,0.000479034952369208,0.00328972614783208,0.00249774183658914,0.00379016837854863,0.00488367483424143
"ENSG00000233485",0,0.000472563342823956,0,0.00241302996764183,0,0
"ENSG00000236045",0,0,0,0,0,0
"ENSG00000228140",0.000264428927522576,0.00470305871038097,0.000794548195767988,0,0,0.00513331793392032
"ENSG00000142634",0.0615140832233864,0.305037318506713,0.629712299792125,0.128578209767067,0.210978902148081,0.503652936035133
"ENSG00000162438",0,0.000956921579965083,0,0,0,0
"ENSG00000142615",0,0,0,0,0,0.00523837098048036
"ENSG00000215704",0,0.000470615254185501,0,0,0,0
"ENSG00000132906",0.0134377395231382,0.0136668361773841,0.0132937628403202,0.0216947697690774,0.0200604671599263,0.0466031138546488
"ENSG00000116138",0.0572692745112845,0.0255538298850569,0.0580586717343712,0.0686658420623656,0.0372228579360345,0.010202658209482
"ENSG00000272510",0.0102742622743979,0.000471077794382523,0,0.000853972894012402,0,0
