	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6
ZHONG_PFC_C1_ASTROCYTE	0.9089980291685241	0.7444684201701819	0.735340274895766	0.8078364193986569	0.7430113942188533	0.7493721671122187
ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE	0.8145104448477652	0.8412941225966285	0.7828548649068323	0.8283802401103116	0.8142144045185395	0.8667585121039876
ZHONG_PFC_C3_ASTROCYTE	0.6642656137277058	0.6402268921877696	0.6681904961578985	0.6057250680061196	0.6182834778934222	0.6219525447170225
ZHONG_PFC_C1_MICROGLIA	0.7644190226960245	0.7361186040603976	0.7220623094232932	0.7125427009226791	0.8175395172344659	0.8500423870662012
ZHONG_PFC_C3_MICROGLIA	0.6712825275738992	0.6169860930708214	0.6056550808836384	0.618120092717348	0.6271408013466573	0.6236543380078696
AIZARANI_LIVER_C1_NK_NKT_CELLS_1	0.9115275422943604	0.9461890219473471	0.9236193982305143	0.9161691366206521	0.9128847691389632	0.9192835698738101
AIZARANI_LIVER_C2_KUPFFER_CELLS_1	0.9055899520732992	0.8910912524952332	0.9471364509354121	0.8630374968402557	0.8722780301084445	0.8865128514703762
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	0.9729134622452187	0.9635934308156567	0.9661047947954282	0.9678892253799058	0.9661324734987162	0.9524087889140277
AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1	0.8896602076505304	0.6234238876716001	0.7610046306514162	0.7807858050162358	0.6825335850213123	0.6918938524412196
AIZARANI_LIVER_C5_NK_NKT_CELLS_3	0.8538157500595016	0.9334820591163558	0.8747144508869363	0.8031585105281606	0.8246691181034335	0.8885209985912366
AIZARANI_LIVER_C6_KUPFFER_CELLS_2	0.8848591227653899	0.8508141446690871	0.9441506837147167	0.8256103756286106	0.8269593104085927	0.8431964574101715
AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2	0.7890552447964106	0.743322780147804	0.7876994083076253	0.7741963120203424	0.7558503087051383	0.7826856332117462
AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1	0.8966520115651034	0.840209354496297	0.79683648586852	0.8249461417247915	0.9543502996881587	0.8149596140941415
AIZARANI_LIVER_C9_LSECS_1	0.6813842524866892	0.6430272798385948	0.7728983337398768	0.8672428762207124	0.6980697447681533	0.6757154233616803
AIZARANI_LIVER_C10_MVECS_1	0.7184384737480617	0.7088728397913944	0.7554874437558416	0.8915459058520913	0.6840640394517852	0.7065882281482544
AIZARANI_LIVER_C11_HEPATOCYTES_1	0.9669616375736755	0.7657567271589096	0.785758024252644	0.7976328518698025	0.7784868659047447	0.752741793560214
AIZARANI_LIVER_C12_NK_NKT_CELLS_4	0.7574264298278357	0.9428667595963512	0.7940337688083444	0.7165829941767285	0.7981910110290654	0.9110217397183115
AIZARANI_LIVER_C13_LSECS_2	0.7306809689419	0.6289085377047269	0.7653441672770953	0.8943082465909181	0.6213632219053691	0.6264171421455018
AIZARANI_LIVER_C14_HEPATOCYTES_2	0.9737652469256456	0.8274026792585215	0.8998352017042072	0.8497348874770543	0.8233290520424932	0.8058946599896184
AIZARANI_LIVER_C17_HEPATOCYTES_3	0.979772270129843	0.8479340780552436	0.8436050974305885	0.8544581802413845	0.8259673542788346	0.826780440254835
AIZARANI_LIVER_C18_NK_NKT_CELLS_5	0.8636083090696786	0.8562731389272725	0.9408880119616422	0.8223214633601912	0.8206552676615798	0.822856597869322
AIZARANI_LIVER_C20_LSECS_3	0.6900331935090024	0.655850792212742	0.7548255015332994	0.8556695725721488	0.6743465316480987	0.6780105599481011
AIZARANI_LIVER_C21_STELLATE_CELLS_1	0.8569244933296732	0.8251529554822479	0.8469435030463341	0.8718349156590407	0.7917967636866347	0.7912510454401742
AIZARANI_LIVER_C22_RESIDENT_B_CELLS_2	0.8671566512465547	0.8443522036811387	0.8205487249395099	0.8280379660777254	0.9485172802551408	0.8166933585492395
AIZARANI_LIVER_C23_KUPFFER_CELLS_3	0.8083160987448305	0.8571661008834247	0.9233323335391418	0.8034512207733644	0.8109833159849344	0.8568511358681974
AIZARANI_LIVER_C24_EPCAM_POS_BILE_DUCT_CELLS_3	0.8422282396322176	0.8251360188936916	0.8590436113266926	0.8324656063735283	0.8402919258802185	0.8528346238938724
AIZARANI_LIVER_C25_KUPFFER_CELLS_4	0.8712572332703435	0.8713544362826353	0.9352262674129401	0.8323488535245953	0.8443219957763396	0.8641000305746169
AIZARANI_LIVER_C28_NK_NKT_CELLS_6	0.8868114075612924	0.9240702687302507	0.9030110094873876	0.8784307224095742	0.8949574538945197	0.8912241737063993
AIZARANI_LIVER_C29_MVECS_2	0.749754329570762	0.7539308136115495	0.8182243518809992	0.8872469962705258	0.768269069404845	0.7730909989031295
AIZARANI_LIVER_C30_HEPATOCYTES_4	0.8605324783212583	0.6326406321936021	0.6413952043746567	0.6341311841778453	0.648166642894611	0.6421425311307916
AIZARANI_LIVER_C31_KUPFFER_CELLS_5	0.888594786039152	0.7893627225899714	0.8970668886118764	0.7338347074823393	0.741526925787788	0.7727963201144757
AIZARANI_LIVER_C32_MVECS_3	0.8282190136699346	0.9132902694918376	0.8907603503005361	0.9113231489736573	0.8963591501802218	0.8804857672855517
AIZARANI_LIVER_C33_STELLATE_CELLS_2	0.7826042139234995	0.7109715880264047	0.8031129656049756	0.8479624578700344	0.7562916238216341	0.7819872933183561
AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS	0.9463399370404867	0.9305019206586782	0.9337462623253269	0.9214799371662754	0.9147395933408693	0.9182448637020715
AIZARANI_LIVER_C38_RESIDENT_B_CELLS_3	0.8841981841675668	0.8367437520816364	0.8075366831804711	0.8304188088696225	0.9711083227395915	0.7834886201203707
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	0.7821477512432832	0.8041381705302592	0.846875127403354	0.8060233114063269	0.7978700659578277	0.817726219883438
GAO_ESOPHAGUS_25W_C1_CILIATED_EPITHELIAL_CELLS	0.768047439409418	0.5516527687692663	0.5583571608616398	0.5168023808728757	0.6108988845977087	0.5583973858792805
GAO_ESOPHAGUS_25W_C2_KRT6BPOS_SECRETORY_PROGENITOR_CELLS	0.690583291038263	0.6116580339862693	0.8757699961042156	0.6531231961956101	0.6012525384353583	0.6073138976880602
GAO_ESOPHAGUS_25W_C3_FGFR1LOW_EPITHELIAL_CELLS	0.5979496976852264	0.7950281904156631	0.7148982440653256	0.5928700492225033	0.7103535135511612	0.7144361226574609
GAO_ESOPHAGUS_25W_C4_FGFR1HIGH_EPITHELIAL_CELLS	0.7182254298116955	0.548368013397296	0.5851453412490795	0.5487494699637077	0.5494465890615486	0.6336359033761741
GAO_STOMACH_24W_C1_PROCRPOS_MULTIPOTENT_PROGENITOR	0.6022286675336941	0.584905632668804	0.5830138613411467	0.6095196208924542	0.6671545186362772	0.6732623923115274
GAO_STOMACH_24W_C2_TFF2POS_MULTIPOTENT_PROGENITOR	0.7409332296463618	0.5907441091435987	0.7290262271937609	0.7832905294057946	0.7367886933023938	0.6657439547375358
GAO_STOMACH_24W_C4_PARIETAL_PROGENITOR	0.9468166326264557	0.9701693917876417	0.9543223097151747	0.9609136242893641	0.9310178045687083	0.9984751973834781
GAO_STOMACH_24W_C5_PUTATIVE_PIT_CELL_PROGENITOR	0.7296501475547821	0.5792821077256948	0.6156510076703875	0.6566709392687945	0.5727429395649888	0.5912620172533113
GAO_STOMACH_24W_C6_PIT_CELL	0.5874184386780686	0.5474651343095392	0.5362377015734509	0.5265305736134269	0.5616259307533688	0.5190610452443786
GAO_SMALL_INTESTINE_24W_C1_TUFT_PROGENITOR	0.7180005675445275	0.6182103252467024	0.7052430026280463	0.7417678432871245	0.584098330542579	0.6738385798568001
GAO_SMALL_INTESTINE_24W_C2_PROCRPOS_PROGENITOR	0.6607455631392394	0.6479783935929775	0.5347501290240732	0.8294599608191635	0.6184101274165333	0.6955181431113945
GAO_SMALL_INTESTINE_24W_C3_ENTEROCYTE_PROGENITOR_SUBTYPE_1	0.9602003497430563	0.6526126709914446	0.7055970127899287	0.6536870129940493	0.7232642873978214	0.6819267118519753
GAO_SMALL_INTESTINE_24W_C4_ENTEROCYTE_PROGENITOR_SUBTYPE_2	0.947115046800943	0.8228882264768489	0.8760225585297862	0.7936071082139874	0.7856252939945989	0.7733516303554706
GAO_SMALL_INTESTINE_24W_C6_GOBLET_CELLS	0.8431379856035907	0.6463202733203384	0.7483833372138129	0.8009483626028893	0.6635188413816759	0.6731282011099019
GAO_SMALL_INTESTINE_24W_C7_SECRETORY_PROGENITOR	0.5110034450722	0.4986130142544325	0.5293145453017738	0.44582771774494917	0.682402447066776	0.5374080021490326
GAO_SMALL_INTESTINE_24W_C9_ENTEROENDOCRINE_CELL	0.7942041148638929	0.6092928920973425	0.6409858450604148	0.4692968658683461	0.550299792260036	0.6013803123461294
GAO_LARGE_INTESTINE_24W_C1_DCLK1POS_PROGENITOR	0.9511095285638002	0.6237412256235543	0.7237187017077343	0.7787701762019051	0.6068442011546143	0.5922629292952963
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	0.6698122522923675	0.6359427577659417	0.5787398186259166	0.8734923596657639	0.809823087938077	0.8720161659835585
GAO_LARGE_INTESTINE_24W_C4_PROM1LOW_PROGENITOR	0.8613888431866128	-0.4400094473311761	0.8793789503300974	0.4221552132409843	0.7137485016607068	0.474216658793828
GAO_LARGE_INTESTINE_24W_C5_LGR5POS_STEM_CELL	0.8684356138586694	0.535229510332618	0.49332827625637315	0.5810869261542863	0.4971847696876385	0.5456613269350357
GAO_LARGE_INTESTINE_24W_C6_SECRETORY_PROGENITOR	0.9609867348047636	0.73091269166188	0.8155546453212635	0.7802342385044295	0.7415290223812386	0.6865740461900148
GAO_LARGE_INTESTINE_24W_C7_GOBLET_PROGENITOR	0.7416749614081122	0.6430245306045161	0.6114206119238009	0.6434120912050416	0.7428022412094667	0.6535600323783898
GAO_LARGE_INTESTINE_24W_C8_GOBLET_CELL	0.7263470815840211	0.6838439558655991	0.6582493410590892	0.6980925474865041	0.5638638875993024	0.6474797906174976
GAO_LARGE_INTESTINE_24W_C10_ENTEROCYTE	0.8049184302596489	0.6387717757572788	0.6663656713344015	0.6130269501078258	0.6100159172854603	0.6150874381165283
GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL	0.6910763596191192	0.7961817488440157	0.8901141912412962	0.7112579616924631	0.7044321720665249	0.759858190754477
GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS	0.9227061596432433	0.5624350575766786	0.5283202539664521	0.6349064714839956	0.48663456190427573	0.5678906862068119
GAO_LARGE_INTESTINE_ADULT_CE_OLFM4HIGH_STEM_CELL	0.5996104926770139	0.5365151505050065	0.7217310135195958	0.5447895440847288	0.49899756927539074	0.5408352418562055
GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1	0.5984515254876955	0.46169346264799294	0.5183160010350017	0.5891216013745879	0.5201215599889201	0.5464007084369155
GAO_LARGE_INTESTINE_ADULT_CG_GOBLET_CELL_SUBTYPE_2	0.9076011898935877	0.868646336512527	0.801124698654105	0.7847549377218704	0.4988593311994294	0.8272246379653164
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	0.7045924907473327	0.4259577744374831	0.4634520851991487	0.4001875309427416	0.6707348128846381	0.7637214939942601
GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS	0.7195772244349355	0.8393417692692091	0.8276987238874294	0.6685317520072159	0.7799780017477532	0.8009616874719159
GAO_LARGE_INTESTINE_ADULT_CJ_IMMUNE_CELLS	0.8511933016625972	0.6097076007198228	0.6722207284108012	0.7881585094895235	0.5319363192283231	0.5971341431258352
MURARO_PANCREAS_ALPHA_CELL	0.8695328415166156	0.8714043361271893	0.8427356602645347	0.8214924470937802	0.8676504924538818	0.847597210208681
MURARO_PANCREAS_BETA_CELL	0.828171778560572	0.7988336176617234	0.8468050459788297	0.7719491476830892	0.8067496469260839	0.7839322214251206
MURARO_PANCREAS_DELTA_CELL	0.8502900507042179	0.7303040968873196	0.7490481084857461	0.6878872024262999	0.7465763623278131	0.6928968773802214
MURARO_PANCREAS_PANCREATIC_POLYPEPTIDE_CELL	0.9394469804308646	0.9555725943378834	0.9306015292332834	0.9153930338795125	0.9451644940236096	0.9289894250478747
MURARO_PANCREAS_EPSILON_CELL	0.9624399555359013	0.8041634064057678	0.8480390886814368	0.8798222682959572	0.8160519382168778	0.7493205950245392
MURARO_PANCREAS_DUCTAL_CELL	0.8551344034084571	0.8443829990543089	0.8784399606345024	0.8233755455715868	0.8282385131563785	0.8448071157967598
MURARO_PANCREAS_ACINAR_CELL	0.9248905861911504	0.9460557199372616	0.9423256180277868	0.9145603714815169	0.941931717256776	0.9344009630881349
MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL	0.8684646729061609	0.90467475797535	0.8928113214881598	0.8640668302935702	0.8957743435854185	0.9007856394003794
MURARO_PANCREAS_ENDOTHELIAL_CELL	0.7477200155965387	0.820178228394944	0.8459935123148834	0.851403568912222	0.8207134367802931	0.8319380782723863
HAY_BONE_MARROW_CD34_POS_CLP	0.6570031234686349	0.6902188736861626	0.7945690802720418	0.4593641943260567	0.6725325774576307	0.7554054779271004
HAY_BONE_MARROW_CD34_POS_EO_B_MAST	0.8666496948564871	0.7773298942244629	0.7561549818826838	0.6960677607766613	0.8660729453526066	0.7023970586203708
HAY_BONE_MARROW_CD34_POS_ERP	0.694148993401988	0.7328005448194294	0.5523313257929613	0.6307664804703312	0.6122387942692015	0.6465999787095158
HAY_BONE_MARROW_CD34_POS_ERP_EARLY	0.8038441104651696	0.7116731459268257	0.9040028333823507	0.7071183403062855	0.7018828048878522	0.7617688979841458
HAY_BONE_MARROW_CD34_POS_GRAN	0.898116777569217	0.8939479141798257	0.8369222968052992	0.8674880668184768	0.9490397340861447	0.8900821548002561
HAY_BONE_MARROW_CD34_POS_HSC	0.8970253336069496	0.9377171760443515	0.9221937583959516	0.8872880562668823	0.9306885356956525	0.9271544266322402
HAY_BONE_MARROW_CD34_POS_LMPP	0.670772817330271	0.4183337872088845	0.6145661035019525	0.6140316496842109	0.5430460969176324	0.5667834507735079
HAY_BONE_MARROW_CD34_POS_LYMPHOID_UNK	0.9373125590526915	0.8791977560854711	0.9325166977059798	0.828527713207126	0.9627558838107066	0.9596109955911837
HAY_BONE_MARROW_CD34_POS_MEP	0.5199037764682066	0.42147397318438995	0.5345037987638692	0.5291761267777776	0.4713073112313446	0.4775813880249693
HAY_BONE_MARROW_CD34_POS_MKP	0.8044540767244662	0.7621978229166444	0.7519128362294353	0.7610618779801829	0.8429274745807286	0.7760525049984003
HAY_BONE_MARROW_CD34_POS_MULTILIN	0.7828628427885547	0.7159121798363051	0.735797055925651	0.700259515822033	0.836067471950579	0.8266491917941762
HAY_BONE_MARROW_CD34_POS_PRE_B	0.8748896128701565	0.7550728110032663	0.7397951243274089	0.7126191968711943	0.7888086316109464	0.7450519611363049
HAY_BONE_MARROW_CD34_POS_PRE_PC	0.8328213677324405	0.7356924302499175	0.7330742632418704	0.7355672524547316	0.7231811982434233	0.7315798914588233
HAY_BONE_MARROW_CD8_T_CELL	0.843864182387707	0.893553051498254	0.8651529586169788	0.8310863555730473	0.8497306818537768	0.8590290620694324
HAY_BONE_MARROW_DENDRITIC_CELL	0.828503176982751	0.7534374257361763	0.8686432714288101	0.794602356690636	0.8262560841904086	0.7232243403229082
HAY_BONE_MARROW_EARLY_ERYTHROBLAST	0.9191134715805575	0.8456284842060711	0.851747114539956	0.8187994759816594	0.8907379108616224	0.8277571261938423
HAY_BONE_MARROW_EOSINOPHIL	0.9689998885776709	0.9684264310856755	0.9628822634318057	0.9552255177914485	0.9665023965774455	0.9641720464547838
HAY_BONE_MARROW_ERYTHROBLAST	0.80214467343201	0.7435275172127713	0.7277699961665021	0.7409774877860833	0.8154341210161075	0.8952653854361255
HAY_BONE_MARROW_FOLLICULAR_B_CELL	0.7435236514548558	0.7295025116648732	0.7498431916374052	0.7048267068125239	0.770573889929239	0.7090813590648208
HAY_BONE_MARROW_IMMATURE_NEUTROPHIL	0.8740138271310954	0.8133384901071293	0.9085495963559798	0.8330210324906457	0.7998432021073988	0.8022332218778311
HAY_BONE_MARROW_MONOCYTE	0.8879998226410107	0.8600971283544359	0.9018608837930889	0.8446248832509832	0.829223185501496	0.8610638000736835
HAY_BONE_MARROW_NAIVE_T_CELL	0.9318218114725062	0.9519308426285841	0.954752232872098	0.9480010596293734	0.9576755962478147	0.9401915567705904
HAY_BONE_MARROW_NEUTROPHIL	0.8930305379814575	0.8944244366390071	0.9055338457311225	0.8580638853537285	0.8808541193928946	0.8800402078851783
HAY_BONE_MARROW_NK_CELLS	0.7914312905939628	0.8856563208605398	0.8281339455385026	0.8019243492123144	0.8174420688727773	0.8557226089546666
HAY_BONE_MARROW_PLASMA_CELL	0.8436519211328837	0.8280126252182469	0.7736048934545342	0.8129042056343648	0.9777349054551353	0.7585885967780895
HAY_BONE_MARROW_PLATELET	0.7617284881988443	0.6833459795503455	0.6980509833752292	0.7278074985489226	0.6988137998309917	0.7386612469448499
HAY_BONE_MARROW_PRE_DENDRITIC	0.8646224014810708	0.8821638598486707	0.9613949584837448	0.7584583239777589	0.724621190744953	0.8404632917951851
HAY_BONE_MARROW_PRO_B	0.8022943606227892	0.8282123327403422	0.8170593641398629	0.7965265206965283	0.8521923857354837	0.8822818173879049
HAY_BONE_MARROW_STROMAL	0.8974234006174243	0.7381601312532331	0.7289021603847089	0.7955138846440742	0.6671097133363187	0.6651952994033361
ZHENG_CORD_BLOOD_C1_PUTATIVE_MEGAKARYOCYTE_PROGENITOR	0.8482929549555744	0.9258538062057754	0.9012265562158472	0.8574936938336338	0.8128723473079682	0.9168035104115876
ZHENG_CORD_BLOOD_C2_PUTATIVE_BASOPHIL_EOSINOPHIL_MAST_CELL_PROGENITOR	0.8825268116511796	0.9377564373503474	0.9312995116072338	0.9133701020585606	0.9235340440278507	0.914939457563462
ZHENG_CORD_BLOOD_C3_MEGAKARYOCYTE_ERYTHROID_PROGENITOR	0.9175576835476852	0.8512354767497222	0.8740720204420057	0.8351708918159721	0.8503707793791648	0.8760129110298309
ZHENG_CORD_BLOOD_C4_PUTATIVE_EARLY_ERYTHROID_COMMITMENT	0.7425743891681413	0.798140613058857	0.8077544689304985	0.7704336083896078	0.7763674662914409	0.7627926708488181
ZHENG_CORD_BLOOD_C5_SIMILAR_TO_HSC_C6_PUTATIVE_ALTERED_METABOLIC_STATE	0.8871001735167905	0.9280619335425465	0.9275104639547651	0.9131977580314445	0.889557051168176	0.8965779193663665
ZHENG_CORD_BLOOD_C6_HSC_MULTIPOTENT_PROGENITOR	0.9185060787025496	0.9146828114113247	0.9304582017221319	0.8964729427018936	0.8941989336664208	0.9038714789708692
ZHENG_CORD_BLOOD_C7_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_1	0.8899978040348951	0.9335096228212028	0.9183447504255887	0.9108612063423888	0.9270000300093774	0.913168683273076
ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2	0.9646121594393217	0.9748337301253163	0.9703339010397978	0.9663289649403002	0.966660569685933	0.9713639699797298
ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR	0.9187976803223823	0.9377224320278932	0.9408248253896416	0.9300766967204934	0.9452877965424827	0.9407742284407803
ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR	0.8303690646590496	0.9278873568106991	0.9043688153933092	0.8960267691801107	0.9475841850954545	0.9033705387717299
LAKE_ADULT_KIDNEY_C1_EPITHELIAL_CELLS_UNASSIGNED	0.731301569188574	0.5953854615275218	0.6915406176418861	0.7940862862702026	0.5868726841823619	0.5985441900626086
LAKE_ADULT_KIDNEY_C2_PODOCYTES	0.697599955358417	0.6405638572858836	0.6860310292482682	0.6917705838644244	0.6063775784665288	0.618333457517334
LAKE_ADULT_KIDNEY_C3_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S1_S2	0.7991307606441017	0.6795313206747334	0.7252147466894799	0.7172452973815864	0.6728283687949582	0.660647688608139
LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2	0.7619390600274613	0.6788204992648953	0.7260692296151395	0.7171808027266819	0.6208282248238618	0.6467490750971618
LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM	0.7822091112995773	0.7159348091938704	0.7203720312351864	0.6874837726454436	0.7143307973457571	0.7151122017234756
LAKE_ADULT_KIDNEY_C6_PROXIMAL_TUBULE_EPITHELIAL_CELLS_FIBRINOGEN_POS_S3	0.9374998476681619	0.9093852668253505	0.9373760218729008	0.8944953196781541	0.9171658734329338	0.8968807628213799
LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3	0.9664628414662599	0.984567726598814	0.983392559907014	0.9735370399859514	0.97853763726001	0.9818011968272388
LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB	0.9471152363923544	0.965882313105416	0.9641445581589783	0.9603095695704477	0.9649230910276299	0.9592464445899664
LAKE_ADULT_KIDNEY_C9_THIN_ASCENDING_LIMB	0.9478413872877839	0.9645888127602813	0.9629987061938493	0.9577943602979468	0.966466290163162	0.9612662000845617
LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB	0.9385534044377017	0.9586459386569975	0.9562469104620896	0.9454036993906939	0.9577005785132424	0.951325585674447
LAKE_ADULT_KIDNEY_C11_THIN_ASCENDING_LIMB	0.9167037030189898	0.77625814726909	0.8190950773168649	0.7560944697799666	0.7368236577436199	0.7444646235641343
LAKE_ADULT_KIDNEY_C12_THICK_ASCENDING_LIMB	0.947023128937814	0.9627904493843585	0.9573572824622814	0.9505239660968632	0.9660497619935072	0.9593549356991532
LAKE_ADULT_KIDNEY_C13_THICK_ASCENDING_LIMB	0.7177927140882898	0.6438334072471645	0.6318541881873445	0.6041511341032845	0.6032336227763301	0.6250321111059338
LAKE_ADULT_KIDNEY_C14_DISTAL_CONVOLUTED_TUBULE	0.6849816847984271	0.642876508588232	0.6233101330817702	0.6048151674828859	0.6064333871922954	0.625809693805679
LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE	0.6624918175657301	0.6347681967980067	0.6289215135237539	0.6198207692866534	0.5769840098322574	0.6133176967084946
LAKE_ADULT_KIDNEY_C16_COLLECTING_SYSTEM_PRINCIPAL_CELLS_CORTEX	0.6518815333382283	0.6303943179273259	0.6201698732824631	0.6097558264409487	0.6100612468883698	0.6196064135614597
LAKE_ADULT_KIDNEY_C17_COLLECTING_SYSTEM_PCS_STRESSED_DISSOC_SUBSET	0.8016289817690921	0.8190766678048617	0.8395740795520931	0.8014375141788472	0.8058860510443071	0.7928332464301888
LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA	0.9411008273946843	0.9624398081583223	0.9610141154104102	0.9528705977125616	0.9604410220179309	0.9549402769249394
LAKE_ADULT_KIDNEY_C19_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_MEDULLA	0.9429493927197381	0.959773726713419	0.9602861969874135	0.9486909703650717	0.959442562583981	0.9530729196204509
LAKE_ADULT_KIDNEY_C20_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_CORTEX	0.6911087620368971	0.6728567790945356	0.6728960909755921	0.6290068462378465	0.6378058182529895	0.6565814180613787
LAKE_ADULT_KIDNEY_C21_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_B	0.7090701155705058	0.674286432075716	0.6815078786043175	0.617053059700849	0.6038701237310856	0.6294258299075342
LAKE_ADULT_KIDNEY_C22_ENDOTHELIAL_CELLS_GLOMERULAR_CAPILLARIES	0.7582878921115184	0.7820816538327435	0.780307524570362	0.8327467808999955	0.698558524641661	0.7602283573992188
LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR	0.9484595859397389	0.9766829363025682	0.973887754883847	0.9620388841591098	0.9705128311365133	0.9737480386557992
LAKE_ADULT_KIDNEY_C24_ENDOTHELIAL_CELLS_AEA_AND_DVR	0.9246010358965816	0.9635707606885714	0.9658855019116102	0.9400315680815466	0.9606281317519771	0.9622904835968432
LAKE_ADULT_KIDNEY_C25_ENDOTHELIAL_CELLS_UNASSIGNED	0.7017395376843665	0.7232380890433354	0.779796685372291	0.7980179312540407	0.6653129500190029	0.7120983435693575
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	0.8229398275177703	0.9012394819681819	0.8925762430346033	0.871764201312328	0.8624283745310479	0.8843729415531555
LAKE_ADULT_KIDNEY_C27_VASCULAR_SMOOTH_MUSCLE_CELLS_AND_PERICYTES	0.8097941995686234	0.8525571759177274	0.8298044428355664	0.8274110464160725	0.7847208280593725	0.7683042740500226
LAKE_ADULT_KIDNEY_C28_INTERSTITIUM	0.8145975332330723	0.941148575641114	0.9093279356412068	0.8695237841253761	0.9450519057028648	0.9505842479749712
LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2	0.7158367248477446	0.7166688441808711	0.7079020065306592	0.6796452194111253	0.5676960799016847	0.6507739768202642
LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES	0.7203468923148332	0.8947873821902299	0.8833966100169821	0.7450243996578096	0.7473752009680595	0.8457448949891154
MENON_FETAL_KIDNEY_0_CAP_MESENCHYME_CELLS	0.7981568242165967	0.8555077455443684	0.8179790383439909	0.831460185343999	0.8808901603276867	0.9040859837026433
MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS	0.9461729065561076	0.96755671181415	0.9629691561829155	0.9604408094698392	0.9630780455496025	0.9814757284513612
MENON_FETAL_KIDNEY_2_NEPHRON_PROGENITOR_CELLS	0.9108220493201072	0.9626318443384652	0.9328606375196569	0.9092030341822946	0.9571486405400252	0.9631327781534826
MENON_FETAL_KIDNEY_3_STROMAL_CELLS	0.8514191782957058	0.9348853452925215	0.9272880695494528	0.8909953820131125	0.900104685402273	0.9281569229942005
MENON_FETAL_KIDNEY_4_PODOCYTES	0.8639106567984303	0.9252149939495027	0.911983038256975	0.8963513404269224	0.9017710239190386	0.9037669633795964
MENON_FETAL_KIDNEY_5_PROXIMAL_TUBULE_CELLS	0.9342016401542017	0.9013574067051812	0.9450929872977571	0.9076622708753832	0.9017067410006477	0.8996793659077863
MENON_FETAL_KIDNEY_6_COLLECTING_DUCT_CELLS	0.8866766170806671	0.9290108430526074	0.9353976434517484	0.905862212915162	0.9085659294161624	0.9160920891698002
MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL	0.9509923429269962	0.9441496396362492	0.9484969918505872	0.9303833341005329	0.9423388637431424	0.9381381744641931
MENON_FETAL_KIDNEY_8_CONNECTING_TUBULE_CELLS	0.9467891116765759	0.9402343819679739	0.9387634767841359	0.9231766610670703	0.9380565628641164	0.9325369263567757
MENON_FETAL_KIDNEY_9_ENDOTHELIAL_CELLS	0.8834707725379307	0.9449144784221966	0.9433051727623731	0.9398132511905074	0.9151140934572243	0.9424930735853831
MENON_FETAL_KIDNEY_10_IMMUNE_CELLS	0.9468945255082136	0.9683481392752649	0.9763925681037339	0.9527732929229029	0.9490504434488707	0.9655625085435117
HU_FETAL_RETINA_AMACRINE	0.6729217974949041	0.7909668516384925	0.8254729576121406	0.8299175867023163	0.8269621853210134	0.9001956824880103
